,,,,,,,,,,,,
shear_minuspoint02zx,0,0,0,0,0,0,0,0,0,0,-0.02,0
shear_minuspoint04zx,0,0,0,0,0,0,0,0,0,0,-0.04,0
shear_minuspoint06zx,0,0,0,0,0,0,0,0,0,0,-0.06,0
shear_minuspoint08zx,0,0,0,0,0,0,0,0,0,0,-0.08,0
shear_minuspoint09zx,0,0,0,0,0,0,0,0,0,0,-0.09,0
shear_minuspoint1zx,0,0,0,0,0,0,0,0,0,0,-0.1111,0
shear_point02zy,0,0,0,0,0,0,0,0,0,0,0,0.02
shear_point04zy,0,0,0,0,0,0,0,0,0,0,0,0.04
shear_point06zy,0,0,0,0,0,0,0,0,0,0,0,0.06
shear_point08zy,0,0,0,0,0,0,0,0,0,0,0,0.08
shear_point09zy,0,0,0,0,0,0,0,0,0,0,0,0.09
shear_point1zy,0,0,0,0,0,0,0,0,0,0,0,0.1111
shear_minuspoint02zy,0,0,0,0,0,0,0,0,0,0,0,-0.02
shear_minuspoint04zy,0,0,0,0,0,0,0,0,0,0,0,-0.04
shear_minuspoint06zy,0,0,0,0,0,0,0,0,0,0,0,-0.06
shear_minuspoint08zy,0,0,0,0,0,0,0,0,0,0,0,-0.08
shear_minuspoint09zy,0,0,0,0,0,0,0,0,0,0,0,-0.09
shear_minuspoint1zy,0,0,0,0,0,0,0,0,0,0,0,-0.1111
shift_10x,10,0,0,0,0,0,0,0,0,0,0,0
shift_20x,20,0,0,0,0,0,0,0,0,0,0,0
shift_30x,30,0,0,0,0,0,0,0,0,0,0,0
shift_minus10x,-10,0,0,0,0,0,0,0,0,0,0,0
shift_minus20x,-20,0,0,0,0,0,0,0,0,0,0,0
shift_minus30x,-30,0,0,0,0,0,0,0,0,0,0,0
shift_10y,0,10,0,0,0,0,0,0,0,0,0,0
shift_20y,0,20,0,0,0,0,0,0,0,0,0,0
shift_30y,0,30,0,0,0,0,0,0,0,0,0,0
shift_minus10y,0,-10,0,0,0,0,0,0,0,0,0,0
shift_minus20y,0,-20,0,0,0,0,0,0,0,0,0,0
shift_minus30y,0,-30,0,0,0,0,0,0,0,0,0,0
shift_10z,0,0,10,0,0,0,0,0,0,0,0,0
shift_20z,0,0,20,0,0,0,0,0,0,0,0,0
shift_30z,0,0,30,0,0,0,0,0,0,0,0,0
shift_minus10z,0,0,-10,0,0,0,0,0,0,0,0,0
shift_minus20z,0,0,-20,0,0,0,0,0,0,0,0,0
shift_minus30z,0,0,-30,0,0,0,0,0,0,0,0,0
scale_point6xyz,0,0,0,0,0,0,0.6,0.6,0.6,0,0,0
scale_point7xyz,0,0,0,0,0,0,0.7,0.7,0.7,0,0,0
scale_point8xyz,0,0,0,0,0,0,0.8,0.8,0.8,0,0,0
scale_minuspoint6xyz,0,0,0,0,0,0,-0.6,-0.6,-0.6,0,0,0
scale_minuspoint7xyz,0,0,0,0,0,0,-0.7,-0.7,-0.7,0,0,0
scale_minuspoint8xyz,0,0,0,0,0,0,-0.8,-0.8,-0.8,0,0,0
rot_5x_scale_point6xyz,0,0,0,0,5,0,0.6,0.6,0.6,0,0,0
rot_10x_scale_point6xyz,0,0,0,0,10,0,0.6,0.6,0.6,0,0,0
rot_15x_scale_point6xyz,0,0,0,0,15,0,0.6,0.6,0.6,0,0,0
rot_20x_scale_point6xyz,0,0,0,0,20,0,0.6,0.6,0.6,0,0,0
rot_25x_scale_point6xyz,0,0,0,0,25,0,0.6,0.6,0.6,0,0,0
rot_30x_scale_point6xyz,0,0,0,0,30,0,0.6,0.6,0.6,0,0,0
rot_minus5x_scale_point6xyz,0,0,0,0,-5,0,0.6,0.6,0.6,0,0,0
rot_minus10x_scale_point6xyz,0,0,0,0,-10,0,0.6,0.6,0.6,0,0,0
rot_minus15x_scale_point6xyz,0,0,0,0,-15,0,0.6,0.6,0.6,0,0,0
rot_minus20x_scale_point6xyz,0,0,0,0,-20,0,0.6,0.6,0.6,0,0,0
rot_minus25x_scale_point6xyz,0,0,0,0,-25,0,0.6,0.6,0.6,0,0,0
rot_minus30x_scale_point6xyz,0,0,0,0,-30,0,0.6,0.6,0.6,0,0,0
rot_5x_shift_20x,20,0,0,0,5,0,0,0,0,0,0,0
rot_10x_shift_20x,20,0,0,0,10,0,0,0,0,0,0,0
rot_15x_shift_20x,20,0,0,0,15,0,0,0,0,0,0,0
rot_20x_shift_20x,20,0,0,0,20,0,0,0,0,0,0,0
rot_25x_shift_20x,20,0,0,0,25,0,0,0,0,0,0,0
rot_30x_shift_20x,20,0,0,0,30,0,0,0,0,0,0,0
rot_minus5x_shift_20x,-20,0,0,0,-5,0,0,0,0,0,0,0
rot_minus10x_shift_20x,-20,0,0,0,-10,0,0,0,0,0,0,0
rot_minus15x_shift_20x,-20,0,0,0,-15,0,0,0,0,0,0,0
rot_minus20x_shift_20x,-20,0,0,0,-20,0,0,0,0,0,0,0
rot_minus25x_shift_20x,-20,0,0,0,-25,0,0,0,0,0,0,0
rot_minus30x_shift_20x,-20,0,0,0,-30,0,0,0,0,0,0,0
